Predictor variable,Categorical,Sample average
grassland,false,0.43668341393362775
nitrogen_0-5cm,false,2.2699775300668863
wc2.1_2.5m_bio_12,false,868.0898876404494
wc2.1_2.5m_bio_15,false,60.17539444398344
wc2.1_2.5m_bio_3,false,59.68659270211553
wc2.1_2.5m_bio_4,false,299.84206724702636
wc2.1_2.5m_bio_8,false,22.07241141930055
wc2.1_2.5m_bio_9,false,16.030074317803546
